GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,,,,,,,,,
SISTEMA DE AGUAS DE LA CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,,,,,
DIRECCIÓN DE SECTORIZACIÓN Y AUTOMATIZACIÓN,,,,,,,,,,,,,,,,,,,,,
SUBDIRECCIÓN DE MACROMEDICIÓN Y CONTROL DE REDES,,,,,,,,,,,,,,,,,,,,,18446766
1994,,,,,,,,,,,,,,,,,,,,,504201857
,,489,,,,,,,,,,,,,,,,,,,528880224
SANTA CATARINA #5 ,347,497411,2134398,433,09,011,Tl?íhuac,09011,DC,DC,0,0,0,DC,DC,DC,0,0,DC,DC,0
TECOMITL #10,348,501476,2124659,464,09,009,Milpa Alta,09009,135475,133920,116122,385517,112035,142560,129600,108864,381024,110729,124416,117850,1998111
TECOMITL #11,349,501597,2124497,465,09,009,Milpa Alta,09009,102298,99101,65318,266717,77511,105494,95904,82253,283651,82432,94003,91066,1445748
TECOMITL #12,350,502121,2124423,466,09,009,Milpa Alta,09009,168653,163382,142733,474768,137972,173923,158112,130637,462672,134457,160358,158026,2465693
TECOMITL #13,351,501779,2124406,467,09,009,Milpa Alta,09009,207360,203558,154829,565747,164412,196733,181440,152410,530582,154193,174182,136598,2822045
TECOMITL #14,352,502113,2124639,468,09,009,Milpa Alta,09009,168653,163382,113702,445738,129536,173923,145152,116122,435197,126473,132710,120528,2271116
TECOMITL #15,353,502326,2124457,469,09,009,Milpa Alta,09009,121651,117850,94349,333850,97020,122602,106272,96768,325642,94635,116122,104458,1731217
TECOMITL #17,354,502892,2124315,471,09,009,Milpa Alta,09009,105062,107136,70157,282355,82055,102643,101088,94349,298080,86625,102298,91066,1522914
TECOMITL #21,355,503900,2123602,476,15,025,Chalco,15025,143770,158026,125798,427594,124263,148262,134784,96768,379814,110378,110592,107136,2067185
TULYEHUALCO #2,356,499862,2127969,505,09,011,Tl?íhuac,09011,74650,66960,7258,148867,43262,FS,RH,FS,0,0,85709,104458,531163
TULYEHUALCO #3,357,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
TULYEHUALCO #4,358,499774,2128224,506,09,011,Tl?íhuac,09011,99533,109814,87091,296438,86148,102643,93312,67738,263693,76632,77414,74995,1435452
TULYEHUALCO #5,359,499404,2128348,507,09,011,Tl?íhuac,09011,52531,56246,45965,154742,44970,39917,20736,RE,60653,17626,RE,RE,493386
TULYEHUALCO #6,360,499184,2128488,508,09,011,Tl?íhuac,09011,DC,DC,0,0,0,DC,RE,RE,0,0,RE,RE,0
TULYEHUALCO #7,361,498855,2128500,509,09,013,Xochimilco,09013,RE,RE,0,0,0,RE,RE,RE,0,0,RE,RE,0
TULYEHUALCO #8,362,498541,2128735,510,09,013,Xochimilco,09013,163123,158026,140314,461462,134106,168221,152928,135475,456624,132700,157594,155347,2415920
TULYEHUALCO #9,363,498153,2128420,511,09,013,Xochimilco,09013,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
TULYEHUALCO #10,364,498224,2129148,504,09,013,Xochimilco,09013,DC,DC,DC,0,0,DC,DC,DC,0,0,DC,DC,0
AUXILIAR XOTEPINGO #1-B,365,485577,2137590,51,09,003,Coyoac?ín,09003,132710,144634,116122,393466,114345,136858,124416,116122,377395,109675,132710,128563,2027015
AUXILIAR XOTEPINGO #1-C,366,485987,2137418,52,09,003,Coyoac?ín,09003,149299,158026,130637,437962,127276,153965,139968,130637,424570,123384,149299,144634,2269655
AUXILIAR XOTEPINGO #2-A,367,485605,2137177,53,09,003,Coyoac?ín,09003,88474,96422,77414,262310,76230,91238,82944,77414,251597,73117,88474,85709,1351344
AUXILIAR XOTEPINGO #2-B,368,485917,2137244,54,09,003,Coyoac?ín,09003,RH,RH,RH,0,0,28512,51840,67738,148090,43036,77414,112493,529122
AUXILIAR XOTEPINGO #2-C,369,486157,2137340,55,09,003,Coyoac?ín,09003,71885,77674,62899,212458,61742,74131,67392,62899,204422,59407,71885,69638,1096432
AUXILIAR XOTEPINGO #3-A,370,483454,2134623,56,09,003,Coyoac?ín,09003,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
AUXILIAR XOTEPINGO #3-C,371,486332,2137150,58,09,003,Coyoac?ín,09003,27648,29462,24192,81302,23627,28512,5184,58061,91757,26665,77414,74995,548820
AUXILIAR XOTEPINGO #4-A,372,485612,2137181,59,09,003,Coyoac?ín,09003,124416,117850,123379,365645,106260,145411,132192,123379,400982,116529,141005,141955,2039003
AUXILIAR XOTEPINGO #4-B,373,486172,2136994,60,09,003,Coyoac?ín,09003,77414,96422,77414,251251,73016,91238,82944,77414,251597,73117,88474,85709,1326011
AUXILIAR XOTEPINGO #4-C,374,486172,2136994,61,09,003,Coyoac?ín,09003, ,RH, ,0,0, , , ,0,0, , ,0
AUXILIAR XOTEPINGO #5-C,375,486633,2136909,64,09,003,Coyoac?ín,09003,77414,109814,89510,276739,80423,105494,95904,89510,290909,84541,91238,99101,1490599
AUXILIAR XOTEPINGO #6-A,376,491659,2135219,65,09,007,Iztapalapa,09007,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
AUXILIAR XOTEPINGO #6-C,377,486880,2136614,67,09,003,Coyoac?ín,09003,11059,RE,RE,11059,3214,RE,RE,RE,0,0,5530,RE,30862
AUXILIAR XOTEPINGO #7-A,378,486470,2136519,68,09,003,Coyoac?ín,09003,99533,107136,87091,293760,85370,102643,20736,130637,254016,73820,149299,144634,1548675
AUXILIAR XOTEPINGO #7-B,379,486598,2136644,69,09,003,Coyoac?ín,09003,141005,152669,123379,417053,121200,145411,132192,123379,400982,116529,141005,136598,2151403
AUXILIAR XOTEPINGO #7-C,380,488128,2138076,70,09,007,Iztapalapa,09007,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
AUXILIAR XOTEPINGO #8-B,381,486733,2136560,72,09,003,Coyoac?ín,09003,RN,RN,RN,0,0,RN,RN,RN,0,0,RN,RN,0
AUXILIAR XOTEPINGO #9-B,382,486837,2136442,75,09,003,Coyoac?ín,09003,RH,RH,RH,0,0,RH,RH,RH,0,0,RH,RH,0
AUXILIAR XOTEPINGO #10-C,383,487154,2136372,47,09,003,Coyoac?ín,09003,RH,RH,RH,0,0,RH,RH,RH,0,0,RH,RE,0
AUXILIAR XOTEPINGO #11-A,384,487154,2136372,48,09,003,Coyoac?ín,09003,94003,99101,82253,275357,80021,96941,88128,82253,267322,77686,94003,66960,1404027
AUXILIAR XOTEPINGO #11-B,385,487554,2136262,49,09,003,Coyoac?ín,09003,129946,141955,113702,385603,112060,134006,121824,113702,369533,107390,102298,83030,1915050
GRANJAS AGRICOLA COAPA,386,487793,2133865,167,09,012,Tlalpan,09012,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
PERIFERICO #18 ,387,489804,2135343,302,09,013,Xochimilco,09013,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
SANTA CATARINA ,388,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
ABRIL #24,389,487773,2146810,3,09,017,Venustiano Carranza,09017,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
BALBUENA #1,390,488461,2146452,82,09,017,Venustiano Carranza,09017,124416,123206,106445,354067,102895,128304,116640,108864,353808,102820,124416,120528,1866409
BALBUENA #2,391,489467,2146172,83,09,017,Venustiano Carranza,09017,RH,RH,19354,19354,5624,99792,93312,87091,280195,81428,99533,83030,868713
CARLOS GRACIDAS,392,495092,2140748,97,09,007,Iztapalapa,09007,58061,83030,72576,213667,62094,85536,111456,104026,301018,87479,118886,77674,1375503
CD. DEPORTIVA #1,393,488334,2145956,101,09,017,Venustiano Carranza,09017,110592,109814,96768,317174,92174,114048,103680,96768,314496,91396,110592,107136,1664639
CD. DEPORTIVA #2,394,490524,2145198,102,09,006,Iztacalco,09006,DC,DC,DC,0,0,DC,DC,DC,0,0,DC,DC,0
CERRO DE LA ESTRELLA #1,395,488786,2137752,108,09,007,Iztapalapa,09007,168653,168739,147571,484963,140935,173923,155520,145152,474595,137922,165888,160704,2524566
CERRO DE LA ESTRELLA #2,396,491381,2137359,109,09,007,Iztapalapa,09007,149299,141955,125798,417053,121200,148262,137376,128218,413856,120271,146534,136598,2186421
COYUYA,397,487986,2144947,130,09,006,Iztacalco,09006,121651,133920,111283,366854,106612,159667,184032,171763,515462,149799,196301,190166,2407512
FRACCIONAMIENTO BANJIDAL,398,485761,2140779,158,09,007,Iztapalapa,09007,129946,141955,113702,385603,112060,162518,147744,135475,445738,129536,157594,149990,2211862
FRACC. DEL PARQUE ,399,487480,2146796,157,09,017,Venustiano Carranza,09017,16589,61603,62899,141091,41003,74131,67392,62899,204422,59407,71885,69638,932960
GRANJAS ESTRELLA #1,400,490215,2136947,168,09,007,Iztapalapa,09007,141005,152669,125798,419472,121903,176774,171072,159667,507514,147489,179712,176774,2479850
GRANJAS ESTRELLA #2,401,490395,2136697,169,09,007,Iztapalapa,09007,27648,29462,24192,81302,23627,34214,31104,29030,94349,27419,33178,32141,467667
GRANJAS ESTRELLA #3,402,490025,2136317,170,09,007,Iztapalapa,09007,143770,155347,130637,429754,124891,185328,155520,142733,483581,140533,143770,139277,2375139
GRANJAS SAN ANTONIO,403,488920,2141217,171,09,007,Iztapalapa,09007,66355,104458,96768,267581,77762,114048,72576,67738,254362,73920,154829,147312,1497708
IZTACALCO,404,487547,2143777,183,09,006,Iztacalco,09006,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
IZTAPALAPA #1 ,405,490429,2140629,184,09,007,Iztapalapa,09007,141005,93744,77414,312163,90718,91238,121824,113702,326765,94961,129946,109814,1703295
IZTAPALAPA #2 ,406,489524,2140324,186,09,007,Iztapalapa,09007,160358,144634,106445,411437,119568,125453,147744,137894,411091,119467,160358,123206,2167656
IZTAPALAPA #4 ,407,493536,2140947,187,09,007,Iztapalapa,09007,RP,RP,41126,41126,11952,96941,88128,82253,267322,77686,94003,91066,891603
IZTAPALAPA #8 ,408,495991,2139156,189,09,007,Iztapalapa,09007,124416,88387,70157,282960,82231,82685,75168,70157,228010,66262,80179,69638,1320250
REYES IZTAPALAPA ,409,489024,2138895,361,09,007,Iztapalapa,09007,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
SANTA ANITA ,410,487121,2145200,424,09,006,Iztacalco,09006,110592,123206,96768,330566,96066,114048,103680,96768,314496,91396,110592,107136,1695315
PANTEON CIVIL #1,411,492110,2138566,266,09,007,Iztapalapa,09007,165888,163382,142733,472003,137169,168221,158112,145152,471485,137018,168653,163382,2493198
PANTEON CIVIL #2,412,492185,2138296,267,09,007,Iztapalapa,09007,135475,147312,118541,401328,116630,139709,127008,118541,385258,111960,135475,131242,2068478
PANTEON CIVIL #3,413,491725,2138701,268,09,007,Iztapalapa,09007,60826,58925,50803,170554,49565,59875,49248,45965,155088,45070,52531,50890,849339
PENON #1,414,496929,2143163,282,09,007,Iztapalapa,09007,RH,RH,RH,0,0,RH,RH,45965,45965,13358,71885,69638,246811
PENON #2,415,496431,2141160,283,09,007,Iztapalapa,09007,118886,128563,104026,351475,102142,122602,111456,104026,338083,98250,118886,115171,1813566
PENON #2 NUEVO,416,496431,2141160,284,09,007,Iztapalapa,09007,207360,158026,128218,493603,143446,151114,137376,128218,416707,121099,146534,141955,2373655
PENON #3,417,497573,2142887,285,09,007,Iztapalapa,09007,146534,179453,142733,468720,136215,168221,152928,142733,463882,134809,163123,158026,2457376
PENON #4,418,495210,2141993,286,09,007,Iztapalapa,09007,107827,117850,96768,322445,93706,139709,127008,118541,385258,111960,135475,131242,1887788
PENON #4 NUEVO,419,495210,2141993,287,09,007,Iztapalapa,09007,RP,RP,RP,0,0,RP,RP,RP,0,0,RP,RP,0
PENON #5,420,485811,2136521,288,09,003,Coyoac?ín,09003,157594,158026,137894,453514,131796,165370,194400,181440,541210,157281,207360,200880,2686763
PENON #6,421,497336,2141954,289,09,007,Iztapalapa,09007,124416,125885,111283,361584,105080,131155,137376,130637,399168,116002,149299,144634,2036519
PENON #7,422,496897,2141745,290,09,007,Iztapalapa,09007,107827,115171,94349,317347,92224,111197,108864,101606,321667,93480,116122,112493,1692347
PENON #8,423,496437,2142004,291,09,007,Iztapalapa,09007,94003,40176,70157,204336,59382,82685,75168,70157,228010,66262,80179,77674,1148188
PENON #9,424,496509,2142463,292,09,007,Iztapalapa,09007,60826,74995,60480,196301,57047,71280,64800,60480,196560,57122,55296,45533,1000719
PURISIMA IZTAPALAPA #2,425,492326,2140858,328,09,007,Iztapalapa,09007,138240,147312,94349,379901,110403,111197,90720,84672,286589,83286,96768,101779,1725215
PURISIMA IZTAPALAPA #3,426,492326,2140858,329,09,007,Iztapalapa,09007,91238,RH,RH,91238,26515,RH,RH,RH,0,0,RH,RH,208992
PURISIMA IZTAPALAPA #7,427,492584,2141270,332,09,007,Iztapalapa,09007,143770,166061,145152,454982,132222,171072,152928,142733,466733,135637,163123,149990,2424403
REFORMA IXTLACIHUATL ,428,486237,2143522,356,09,006,Iztacalco,09006,190771,190166,166925,547862,159214,196733,181440,166925,545098,158411,190771,187488,2881804
SAN JUANICO IZTAPALAPA,429,487813,2142061,389,09,007,Iztapalapa,09007,160358,158026,140314,458698,133302,165370,150336,137894,453600,131821,160358,152669,2402745
SAN LORENZO TEZONCO,430,492660,2136245,392,09,007,Iztapalapa,09007,C,C,C,0,0,C,C,C,0,0,C,C,0
SANTA CATARINA #10,431,493108,2135089,426,09,007,Iztapalapa,09007,124416,123206,108864,356486,103599,176774,145152,137894,459821,133629,157594,136598,2164034
SANTA CATARINA #11,432,492327,2134822,427,09,007,Iztapalapa,09007,FE,RH,21773,21773,6327,96941,88128,79834,264902,76983,91238,61603,809502
SANTA CATARINA #12,433,493246,2135738,428,09,007,Iztapalapa,09007,52531,48211,48384,149126,43338,62726,57024,149990,269741,78389,171418,56246,1187125
SANTA CATARINA #13 ,434,492660,2136245,429,09,007,Iztapalapa,09007,179712,179453,125798,484963,140935,168221,155520,152410,476150,138374,171418,168739,2541693
SANTA CATARINA #8,435,493646,2134643,436,09,007,Iztapalapa,09007,105062,112493,89510,307066,89236,102643,93312,96768,292723,85068,110592,107136,1591610
SANTA CATARINA #9,436,493593,2134868,437,09,007,Iztapalapa,09007,91238,99101,84672,275011,79921,159667,142560,135475,437702,127201,154829,147312,1934690
SECTOR POPULAR #1 ,437,480042,2143331,454,09,014,Benito Ju?írez,09014,DC,DC,DC,0,0,DC,DC,DC,0,0,DC,DC,0
SECTOR POPULAR #2 ,438,487649,2141016,455,09,007,Iztapalapa,09007,163123,163382,142733,469238,136365,173923,137376,125798,437098,127025,146534,139277,2361873
SECTOR POPULAR #3 ,439,488361,2140458,456,09,007,Iztapalapa,09007,RP,RP,RP,0,0,RP,RP,RP,0,0,RP,RP,0
SANTA ANITA,440,487121,2145200,424,09,006,Iztacalco,09006,77414,83030,67738,228182,66312,79834,72576,67738,220147,63977,77414,74995,1179358
TLACOTAL ,441,490508,2143981,498,09,006,Iztacalco,09006,66355,53568,43546,163469,47506,51322,46656,43546,141523,41128,49766,37498,785882
UNIDAD MODELO #1,442,487114,2141384,532,09,007,Iztapalapa,09007,74650,83030,65318,222998,64806,76982,121824,113702,312509,90818,129946,117850,1474434
UNIDAD MODELO #2,443,486789,2140914,533,09,007,Iztapalapa,09007,141005,179453,157248,477706,138826,185328,152928,142733,480989,139780,165888,147312,2509195
UNIDAD MODELO #3,444,487174,2140802,534,09,007,Iztapalapa,09007,188006,182131,159667,529805,153967,188179,176256,164506,528941,153715,188006,184810,2797989
VIGA #1,445,487435,2140423,559,09,007,Iztapalapa,09007,176947,176774,157248,510970,148493,182477,168480,157248,508205,147689,176947,174096,2685574
VIGA #2,446,487191,2140016,560,09,003,Coyoac?ín,09003,88474,45533,41126,175133,50895,51322,46656,45965,143942,41831,52531,24106,807513
VIGA #3,447,487162,2141990,561,09,007,Iztapalapa,09007,107827,109814,94349,311990,90668,114048,103680,96768,314496,91396,110592,128563,1674192
VIGA #4,448,487094,2143085,562,09,006,Iztacalco,09006,143770,163382,142733,449885,130741,171072,158112,147571,476755,138550,168653,48211,2339435
AMPLIACION TLAHUAC NEZA #19,449,489919,2134007,25,09,013,Xochimilco,09013,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
AMPLIACION TLAHUAC NEZA #20,450,492019,2132965,26,09,013,Xochimilco,09013,23231,20017,6408,49656,14430,RH,RH,RH,0,0,RH,RH,113741
AMPLIACION TLAHUAC NEZA #20 B,451,492226,2132797,27,09,013,Xochimilco,09013,RH,RH,RH,0,0,RH,RH,RH,0,0,RH,RH,0
AMPLIACION TLAHUAC NEZA #21,452,491770,2133589,28,09,007,Iztapalapa,09007,DC,DC,DC,0,0,DC,DC,DC,0,0,DC,DC,0
AMPLIACION TLAHUAC NEZA #22,453,491436,2133747,29,09,013,Xochimilco,09013,82969,77207,36309,196486,57101,28846,48503,44127,121476,35302,47108,28173,803607
AMPLIACION TLAHUAC NEZA #23,454,491186,2134102,30,09,013,Xochimilco,09013,56419,54331,34173,144923,42116,82933,48503,44127,175563,51020,154409,92345,980862
AMPLIACION TLAHUAC NEZA #24,455,491038,2134472,31,09,007,Iztapalapa,09007,195807,183010,121743,500560,145468,104568,169760,154443,428771,124605,154409,92345,2375488
AMPLIACION TLAHUAC NEZA #25,456,490825,2134916,32,09,007,Iztapalapa,09007,39825,77207,FE,117032,34011,FE,FE,FE,0,0,FE,FE,268076
AMPLIACION TLAHUAC NEZA #26,457,490714,2134879,33,09,007,Iztapalapa,09007,126113,91505,40581,258199,75035,34255,57597,52400,144252,41921,52342,31303,1005504
AMPLIACION TLAHUAC NEZA #27,458,490617,2134923,34,09,007,Iztapalapa,09007,RE,60050,119607,179657,52210,100962,169760,154443,425165,123557,159643,95475,1640530
AGRICOLA ORIENTAL #1,459,493122,2143239,7,09,007,Iztapalapa,09007,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
AGRICOLA ORIENTAL #2,460,490893,2142731,8,09,007,Iztapalapa,09007,DE,DE,DE,0,0,DE,DE,DE,0,0,DE,DE,0
AGRICOLA ORIENTAL #4,461,490868,2143163,9,09,007,Iztapalapa,09007,DC,DC,DC,0,0,DC,DC,DC,0,0,DC,DC,0
AGRICOLA ORIENTAL #5,462,491237,2143074,10,09,007,Iztapalapa,09007,FE,FE,FE,0,0,FE,FE,FE,0,0,FE,FE,0
AGRICOLA ORIENTAL #6,463,491988,2143150,11,09,007,Iztapalapa,09007,DE,DE,DE,0,0,DE,DE,DE,0,0,DE,DE,0
AGRICOLA ORIENTAL #7,464,492701,2143036,12,09,007,Iztapalapa,09007,DE,DE,DE,0,0,DE,DE,DE,0,0,DE,DE,0
POT.AGRICOLA ORIENTAL,465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,270518,198374,88387,557280,161951,85536,88387,85536,259459,75401,88387,88387,2047605
SANTA URSULA XITLA ,466,480995,2131462,450,09,012,Tlalpan,09012,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
TECOMITL #2 ,467,494013,2142311,474,09,007,Iztapalapa,09007,RH,RH,RH,0,0,RH,RH,RH,0,0,RH,RH,0
AUXILIAR XOTEPINGO #10-A,468,486840,2136193,45,09,003,Coyoac?ín,09003,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
AUXILIAR XOTEPINGO #9-A,469,488347,2149220,74,09,017,Venustiano Carranza,09017,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
AUXILIAR XOTEPINGO #1-A,470,485473,2137437,50,09,003,Coyoac?ín,09003,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
AUXILIAR XOTEPINGO #4-C,471,486172,2136994,61,09,003,Coyoac?ín,09003,DC,DC,DC,0,0,DC,DC,DC,0,0,DC,DC,0
AUXILIAR XOTEPINGO #6-B,472,486540,2136732,66,09,003,Coyoac?ín,09003,RP,RP,RP,0,0,RP,RP,RP,0,0,RP,RP,0
DEPORTIVO SAN SEBASTIAN ,473,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18749,16934,13392,49075,14262,12960,10714,10368,34042,9893,10714,10714,211816
SIFON ,474,498446,2140032,457,09,007,Iztapalapa,09007,DC,DC,DC,0,0,DC,0,DC,0,0,DC,DC,0
PURISIMA IZTAPALAPA,475,492113,2140360,326,09,007,Iztapalapa,09007,26784,19354,10714,56851,16522,2592,2678,2592,7862,2285,2678,2678,153591
PURISIMA IZTAPALAPA #1,476,492322,2140499,327,09,007,Iztapalapa,09007,13392,9677,5357,28426,8261,2592,2678,2592,7862,2285,2678,2678,88479
PURISIMA IZTAPALAPA #4,477,492335,2141030,330,09,007,Iztapalapa,09007,DC,4838,DC,4838,1406,DC,DC,DC,0,0,DC,DC,11083
PURISIMA IZTAPALAPA #5,478,492240,2141176,331,09,007,Iztapalapa,09007,32141,24192,10714,67046,19484,5184,2678,2592,10454,3038,2678,2678,182880
SANTA CRUZ MEYEHUALCO #1,479,497105,2138566,442,09,007,Iztapalapa,09007,FS,DC,DC,0,0,DC,DC,DC,0,0,DC,DC,0
SANTA MARIA AZTAHUACAN,480,497536,2139617,447,09,007,Iztapalapa,09007,32141,26611,21427,80179,23301,20736,26784,25920,73440,21342,26784,26784,405449
SANTA CRUZ MEYEHUALCO #2 ,481,496913,2138347,443,09,007,Iztapalapa,09007,321408,406426,407117,1134950,329828,438048,407117,393984,1239149,360109,407117,407117,6252369
ALFONSO XIII,482,479525,2142124,20,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,0,0,RN,RN,RN,0,0,RN,RN,0
AV. CENTRAL ,483,479826,2143897,77,09,010,?ülvaro Obreg??n,09010,96768,101779,53222,251770,73167,79834,80352,79834,240019,69752,94003,74995,1295495
BARRANCA DEL MUERTO,484,477767,2140498,84,09,010,?ülvaro Obreg??n,09010,69120,74995,65318,209434,60863,65578,62208,55642,183427,53306,55296,61603,1016790
CASTANEDA #5,485,479819,2141143,99,09,010,?ülvaro Obreg??n,09010,FE,FE,FE,0,0,FE,FE,FE,0,0,FE,FE,0
CASTANEDA #6,486,478681,2141444,100,09,010,?ülvaro Obreg??n,09010,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
CHAPULTEPEC #2,487,476210,2145719,110,09,016,Miguel Hidalgo,09016,RN,RE,RN,0,0,RN,RN,RN,0,0,RN,RN,0
CHAPULTEPEC #7,488,476811,2147687,112,09,016,Miguel Hidalgo,09016,88474,109814,62899,261187,75904,45619,51840,21773,119232,34650,33178,34819,939389
CHAPULTEPEC #4 ,489,476066,2147376,111,09,016,Miguel Hidalgo,09016,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
CRISTO REY,490,479080,2143917,131,09,010,?ülvaro Obreg??n,09010,DC,DC,DC,0,0,DC,DC,DC,0,0,DC,DC,0
GOTA DE ORO ,491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
MERCED GOMEZ #1,492,479054,2141245,221,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,0,0,RN,RN,RN,0,0,RN,RN,0
MERCED GOMEZ #2,493,479362,2140943,222,09,010,?ülvaro Obreg??n,09010,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
OLIVAR DE LOS PADRES ,494,477978,2138211,251,09,010,?ülvaro Obreg??n,09010,5530,8035,4838,18403,5348,14256,12960,16934,44150,12831,5530,10714,159529
OLIVAR DEL CONDE,495,478259,2141807,252,09,010,?ülvaro Obreg??n,09010,RE,RE,RE,0,0,RH,RE,RH,0,0,RH,RH,0
PALO ALTO,496,473308,2143565,261,09,004,Cuajimalpa de Morelos,09004,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
POZO CASSO,497,479631,2143506,319,09,010,?ülvaro Obreg??n,09010,60826,66960,58061,185846,54009,42768,41472,38707,122947,35730,44237,45533,797096
RIO HONDO,498,477108,2150026,362,09,016,Miguel Hidalgo,09016,RH,RH,RH,0,0,RH,RH,RH,0,0,RH,RH,0
SAN.ANGEL INN,499,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,RE,RE,RE,0,0,RE,RE,RE,0,0,RE,RE,0
STA FE #1,500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47002,45533,43546,136080,39546,57024,62208,55642,174874,50820,16589,RH,728862
SANTA LUCIA #1 ,501,483663,2151362,445,09,015,Cuauht??moc,09015,96768,37498,FE,134266,39019,FE,18144,74995,93139,27067,82944,77674,681513
SANTA LUCIA MIXCOAC,502,477689,2141301,446,09,010,?ülvaro Obreg??n,09010,RH,RH,RH,0,0,RH,RH,RH,0,0,RH,RH,0
TACUBAYA #1,503,479760,2144819,460,09,010,?ülvaro Obreg??n,09010,RN,RN,RN,0,0,RN,RN,RN,0,0,RN,RN,0
TACUBAYA #2,504,478505,2144514,461,09,010,?ülvaro Obreg??n,09010,RH,RH,7258,7258,2109,39917,10368,PA,50285,14613,PA,PA,131807
TACUBAYA #3,505,477626,2144350,462,09,010,?ülvaro Obreg??n,09010,47002,45533,41126,133661,38843,39917,41472,41126,122515,35604,22118,10714,619631
TETELPAN ,506,475535,2138416,496,09,010,?ülvaro Obreg??n,09010,38707,37498,31450,107654,31285,48470,38880,31450,118800,34524,41472,37498,597687
TOTOLAPAN,507,470953,2140338,502,09,004,Cuajimalpa de Morelos,09004,71885,72317,62899,207101,60186,76982,69984,62899,209866,60989,71885,66960,1093953
VISTA HERMOSA,508,472181,2142453,567,09,004,Cuajimalpa de Morelos,09004,22118,21427,19354,62899,18279,22810,25920,58061,106790,31034,60826,85709,535227
